70.718000,70.376000,70.214000,70.286000,70.376000,70.484000,70.178000,70.142000,70.250000,70.088000,69.854000,70.016000,69.746000,69.746000,69.818000,69.908000,69.620000,69.656000,69.710000,69.656000,69.746000,69.746000,69.746000,69.386000,69.512000,69.224000,69.458000,69.278000,68.828000,68.360000,68.522000,68.522000,68.594000,68.882000,69.188000,69.458000,69.908000,70.916000,71.204000,71.204000,71.474000,71.906000,72.068000,71.708000,70.718000,69.818000,69.278000,69.584000,70.052000,70.340000,71.006000,71.168000,71.168000,71.546000,72.032000,73.274000,74.840000,76.712000,79.160000,80.438000,81.752000,83.372000,84.614000,82.796000,77.810000,77.198000,77.252000,76.946000,77.288000,76.568000,75.344000,74.534000,72.572000,71.906000,72.176000,72.266000,72.608000,73.148000,73.814000,74.606000,75.074000,76.028000,76.640000,76.982000,77.540000,78.044000,79.070000,75.758000,73.814000,73.382000,73.814000,74.606000,75.416000,76.136000,76.946000,76.478000,77.540000,78.260000,76.604000,76.334000,76.568000,76.478000,75.110000,75.290000,74.912000,73.958000,72.446000,71.078000,70.682000,71.168000,72.302000,72.734000,72.536000,72.770000,72.806000,72.302000,72.140000,71.402000,70.772000,70.574000,70.052000,70.052000,70.052000,69.710000,70.142000,70.016000,69.980000,70.088000,70.178000,70.250000,70.214000,70.412000,70.088000,70.214000,70.448000,70.538000,70.214000,70.286000,70.448000,70.448000,70.412000,70.412000,70.646000,70.340000,70.448000,70.250000,70.340000,70.214000,70.484000,70.214000,70.286000,70.448000,70.376000,70.178000,70.214000,70.340000,70.286000,70.286000,70.250000,70.016000,
70.538000,70.178000,70.376000,70.088000,70.286000,70.286000,70.142000,70.178000,70.088000,70.088000,69.818000,70.088000,69.746000,69.458000,69.980000,69.818000,69.620000,69.422000,69.746000,69.818000,69.944000,69.548000,69.746000,69.710000,69.548000,69.512000,69.458000,69.314000,69.278000,68.720000,68.684000,68.594000,68.396000,68.918000,69.458000,69.386000,69.512000,70.178000,70.772000,71.114000,71.276000,71.744000,71.708000,71.834000,71.510000,69.944000,69.422000,69.944000,70.088000,70.052000,70.610000,71.474000,71.510000,71.708000,72.374000,73.850000,75.866000,78.224000,81.212000,81.122000,83.012000,83.750000,84.110000,78.818000,78.404000,79.376000,79.376000,78.638000,78.116000,75.722000,73.958000,73.724000,73.184000,72.806000,72.410000,72.140000,73.274000,74.534000,75.452000,75.416000,75.992000,76.820000,77.738000,78.260000,79.682000,79.196000,78.530000,75.596000,73.922000,73.274000,73.688000,74.228000,74.498000,75.722000,76.676000,76.676000,77.090000,78.224000,77.198000,76.568000,77.252000,76.712000,75.830000,75.902000,75.452000,73.958000,72.950000,71.546000,70.682000,71.834000,72.734000,72.536000,72.644000,72.950000,72.572000,72.104000,71.672000,71.312000,71.402000,70.538000,70.376000,70.016000,70.016000,69.980000,70.178000,70.178000,70.178000,70.088000,69.908000,70.286000,70.178000,70.376000,70.250000,70.484000,70.052000,70.538000,70.250000,70.178000,70.412000,70.718000,70.484000,70.448000,70.376000,70.448000,70.286000,70.250000,70.538000,70.682000,70.412000,70.412000,70.538000,70.286000,70.484000,70.340000,70.376000,70.340000,70.412000,70.538000,70.376000,70.088000,
70.574000,70.574000,70.250000,70.142000,70.088000,70.448000,70.178000,70.016000,70.448000,70.178000,70.088000,69.944000,69.854000,69.782000,69.980000,70.052000,69.710000,69.548000,69.656000,70.052000,69.944000,69.710000,69.782000,69.656000,69.458000,69.782000,69.548000,69.314000,69.116000,68.882000,68.720000,68.558000,68.594000,68.648000,69.350000,69.152000,69.026000,69.458000,69.782000,70.880000,71.006000,70.880000,71.798000,71.708000,71.672000,70.718000,69.548000,69.944000,70.376000,70.250000,70.574000,71.204000,71.600000,71.744000,72.536000,74.534000,77.252000,80.474000,83.084000,84.110000,85.334000,84.326000,83.750000,78.476000,77.918000,79.934000,79.970000,79.556000,80.906000,78.188000,74.678000,73.184000,73.148000,73.688000,73.886000,73.724000,74.156000,74.462000,75.596000,75.866000,76.676000,76.910000,77.954000,77.918000,78.854000,78.926000,77.288000,75.596000,74.156000,73.616000,73.454000,73.454000,73.544000,74.426000,75.758000,76.712000,77.774000,78.782000,78.782000,77.504000,77.396000,76.712000,76.136000,76.370000,75.290000,74.840000,73.148000,71.942000,71.348000,71.834000,72.680000,72.878000,72.410000,72.446000,72.104000,72.266000,71.708000,71.240000,70.844000,70.574000,70.286000,69.908000,70.052000,69.980000,69.980000,70.250000,70.250000,70.142000,70.178000,70.088000,70.088000,70.088000,70.286000,70.052000,70.286000,70.538000,70.178000,70.178000,70.412000,70.538000,70.538000,70.412000,70.610000,70.574000,70.376000,70.412000,70.646000,70.214000,70.484000,70.448000,70.412000,70.718000,70.448000,70.538000,70.052000,70.412000,70.682000,70.340000,70.574000,70.088000,
70.610000,70.412000,70.448000,70.412000,70.484000,70.178000,70.340000,70.286000,70.574000,70.286000,69.908000,69.980000,69.944000,69.512000,69.980000,69.818000,69.548000,69.782000,69.782000,69.980000,69.746000,69.512000,69.710000,69.818000,69.656000,69.746000,69.620000,69.314000,69.314000,69.116000,68.918000,68.594000,68.360000,68.792000,69.224000,69.152000,69.152000,69.350000,69.458000,69.656000,70.340000,70.610000,71.078000,71.636000,72.140000,71.438000,70.772000,70.448000,70.772000,70.376000,70.844000,71.114000,71.672000,71.906000,72.842000,75.416000,79.484000,83.048000,84.470000,86.324000,86.576000,86.108000,84.038000,79.340000,77.198000,78.854000,79.520000,78.782000,79.196000,77.774000,76.334000,75.182000,73.454000,74.336000,75.686000,75.686000,74.570000,73.958000,74.300000,75.830000,76.334000,76.640000,77.054000,77.324000,78.638000,78.260000,76.514000,74.840000,74.498000,74.030000,73.616000,73.112000,73.148000,73.544000,74.372000,76.208000,78.602000,78.926000,79.556000,77.882000,77.396000,76.874000,76.784000,76.748000,76.514000,75.902000,74.192000,72.338000,72.176000,72.374000,72.536000,72.734000,72.338000,72.374000,71.906000,71.942000,71.510000,71.204000,71.078000,70.574000,70.214000,70.448000,69.908000,69.710000,69.980000,70.052000,69.980000,69.944000,70.376000,70.376000,70.142000,70.286000,70.250000,70.142000,70.142000,70.376000,70.214000,70.412000,70.214000,70.376000,70.484000,70.574000,70.808000,70.214000,70.286000,70.538000,70.250000,70.574000,70.412000,70.574000,70.538000,70.718000,70.484000,70.574000,70.376000,70.286000,70.250000,70.538000,70.142000,69.944000,
70.718000,70.538000,70.340000,70.538000,70.376000,70.286000,70.340000,70.178000,70.340000,70.214000,70.286000,70.016000,69.908000,69.512000,69.980000,69.782000,69.710000,69.746000,69.944000,69.980000,69.782000,69.782000,69.854000,69.656000,69.944000,69.620000,69.584000,69.314000,69.080000,69.188000,68.882000,68.720000,68.324000,68.522000,69.314000,69.350000,69.458000,69.548000,69.620000,69.980000,70.484000,70.484000,71.204000,71.942000,72.608000,72.572000,71.744000,71.636000,71.906000,71.672000,71.798000,71.204000,71.348000,72.266000,73.310000,77.162000,82.418000,84.650000,86.000000,87.476000,86.936000,87.296000,86.180000,82.040000,78.926000,77.396000,77.468000,77.774000,77.630000,78.260000,79.934000,79.034000,76.442000,75.722000,76.028000,76.262000,76.262000,75.452000,75.416000,76.100000,77.090000,77.162000,77.540000,79.232000,81.428000,79.934000,77.018000,75.380000,74.984000,74.642000,73.958000,73.544000,73.508000,73.508000,73.310000,74.804000,77.918000,79.592000,79.790000,78.116000,77.324000,77.126000,76.874000,76.676000,76.442000,76.028000,74.948000,73.760000,73.076000,73.076000,72.950000,72.734000,72.338000,72.176000,71.906000,71.798000,71.546000,71.042000,70.646000,70.214000,70.016000,70.250000,70.214000,69.944000,70.052000,70.088000,69.944000,70.178000,69.854000,70.376000,70.340000,70.142000,70.142000,70.142000,70.340000,70.682000,70.286000,70.142000,70.340000,70.412000,70.412000,70.250000,70.646000,70.286000,70.250000,70.214000,70.340000,70.412000,70.286000,70.340000,70.484000,70.682000,70.214000,70.376000,70.340000,70.376000,70.484000,70.340000,70.610000,69.908000,
70.646000,70.682000,70.484000,70.574000,70.484000,70.448000,70.214000,70.142000,70.484000,70.088000,70.250000,70.214000,69.908000,69.782000,69.944000,69.944000,69.818000,69.908000,69.908000,70.142000,70.016000,69.908000,69.818000,69.908000,69.818000,69.620000,69.710000,69.512000,69.278000,69.026000,68.828000,68.882000,68.594000,68.756000,69.152000,69.746000,69.908000,69.656000,69.908000,70.178000,70.880000,71.042000,71.744000,72.446000,73.148000,73.724000,73.544000,73.112000,73.274000,73.238000,72.842000,72.266000,71.636000,72.734000,74.192000,78.602000,84.002000,85.964000,86.396000,87.260000,87.548000,87.368000,86.432000,86.144000,83.444000,80.654000,80.024000,80.510000,81.392000,83.156000,85.082000,83.678000,80.024000,78.998000,78.566000,77.846000,77.630000,77.810000,77.432000,77.288000,78.404000,78.566000,80.096000,83.228000,83.786000,80.726000,78.152000,77.018000,76.100000,75.596000,75.254000,74.498000,74.498000,74.192000,73.886000,73.850000,76.262000,79.448000,79.682000,78.440000,77.666000,76.820000,76.820000,76.334000,75.956000,76.028000,75.218000,75.038000,74.228000,73.760000,73.238000,73.076000,72.536000,72.500000,71.672000,71.600000,71.204000,71.078000,70.448000,70.286000,69.908000,69.944000,70.088000,69.854000,70.286000,70.052000,70.088000,70.088000,70.142000,70.142000,70.412000,70.178000,70.250000,70.340000,70.286000,70.448000,70.376000,70.286000,70.214000,70.448000,70.448000,70.412000,70.214000,70.286000,70.286000,70.340000,70.286000,70.286000,70.376000,70.610000,70.250000,70.682000,70.376000,70.484000,70.214000,70.412000,70.646000,70.484000,70.718000,70.340000,
70.574000,70.538000,70.484000,70.448000,70.340000,70.178000,70.574000,70.286000,70.250000,70.214000,70.178000,70.142000,70.142000,69.710000,69.782000,69.944000,69.746000,69.782000,69.944000,69.908000,69.908000,69.908000,69.656000,69.458000,69.980000,69.746000,69.782000,69.620000,69.080000,68.990000,68.918000,69.080000,68.882000,68.684000,69.224000,69.782000,69.854000,70.088000,70.214000,70.538000,71.312000,71.438000,72.032000,73.454000,73.886000,73.688000,74.498000,74.606000,74.948000,74.876000,73.994000,73.184000,72.104000,72.734000,75.182000,80.132000,84.254000,86.036000,86.108000,86.216000,86.000000,85.928000,87.080000,87.332000,85.730000,84.074000,84.002000,84.218000,85.334000,87.008000,87.980000,86.036000,83.606000,82.310000,81.752000,79.340000,79.070000,80.024000,80.654000,80.798000,81.896000,82.904000,84.218000,85.190000,84.002000,82.940000,81.014000,79.682000,78.818000,77.990000,77.324000,76.100000,75.596000,74.984000,74.876000,74.642000,75.596000,79.376000,80.240000,79.340000,77.774000,77.162000,76.748000,75.830000,74.840000,74.642000,74.948000,75.146000,74.606000,74.030000,73.652000,73.148000,72.500000,71.906000,71.438000,71.276000,70.808000,70.880000,70.286000,69.944000,70.016000,69.854000,70.052000,69.746000,70.214000,69.944000,70.052000,70.088000,70.052000,70.376000,70.286000,70.016000,70.178000,70.286000,70.610000,70.538000,70.574000,70.052000,70.250000,70.412000,70.448000,70.412000,70.250000,70.286000,70.250000,70.178000,70.340000,70.250000,70.088000,70.412000,70.412000,70.448000,70.286000,70.610000,70.448000,70.214000,70.412000,70.448000,70.646000,70.052000,
70.682000,70.682000,70.574000,70.718000,70.538000,70.340000,70.376000,70.286000,70.412000,70.376000,70.286000,70.412000,70.214000,69.908000,70.052000,69.782000,69.908000,69.944000,69.908000,69.944000,69.818000,69.782000,69.710000,70.016000,69.908000,69.620000,69.782000,69.584000,69.224000,68.990000,69.314000,69.422000,69.152000,68.918000,69.314000,69.548000,70.214000,70.142000,70.340000,70.448000,71.510000,71.744000,72.500000,74.498000,75.794000,75.146000,75.452000,75.902000,75.650000,74.804000,74.336000,73.724000,72.500000,74.030000,76.820000,81.014000,82.904000,83.894000,83.750000,83.966000,84.290000,84.722000,86.108000,86.360000,84.866000,84.470000,84.866000,86.972000,88.358000,88.574000,89.222000,87.764000,85.928000,85.154000,84.506000,83.822000,81.536000,80.654000,82.598000,84.002000,84.398000,85.406000,85.550000,85.046000,84.362000,83.822000,83.678000,83.048000,82.976000,82.454000,81.122000,79.340000,77.846000,76.640000,76.262000,76.370000,76.820000,78.926000,82.202000,81.680000,78.296000,77.504000,76.820000,76.064000,74.534000,73.922000,74.192000,74.984000,74.912000,73.958000,73.688000,72.914000,72.500000,72.374000,71.834000,71.240000,70.772000,70.610000,70.286000,70.340000,69.980000,69.944000,70.214000,70.178000,70.178000,70.052000,70.088000,70.286000,70.178000,70.178000,70.340000,69.980000,70.214000,70.286000,70.412000,70.376000,70.376000,70.052000,70.682000,70.646000,70.214000,70.448000,70.376000,70.412000,70.574000,70.376000,70.538000,70.538000,70.484000,70.610000,70.448000,70.286000,70.718000,70.646000,70.484000,70.646000,70.538000,70.718000,70.646000,70.178000,
70.682000,70.286000,70.178000,70.250000,70.286000,70.538000,70.250000,70.250000,70.286000,70.178000,70.340000,69.944000,69.854000,69.620000,69.908000,69.818000,69.548000,69.584000,69.710000,70.052000,69.656000,69.746000,69.710000,69.746000,69.746000,69.746000,69.710000,69.548000,69.512000,68.990000,69.350000,69.422000,69.224000,69.314000,69.422000,69.944000,70.016000,70.052000,70.142000,70.214000,71.276000,71.402000,72.536000,74.372000,76.712000,77.396000,77.738000,78.044000,78.152000,75.524000,73.886000,73.580000,74.030000,76.442000,78.602000,81.788000,81.860000,81.968000,81.500000,81.788000,82.202000,83.300000,83.012000,83.444000,83.480000,84.218000,86.288000,88.538000,88.196000,88.502000,89.294000,88.790000,87.692000,87.260000,86.288000,84.866000,83.678000,81.752000,83.444000,84.506000,85.694000,86.036000,85.766000,84.542000,84.470000,84.110000,83.714000,83.930000,84.182000,83.858000,81.860000,80.654000,79.448000,78.926000,78.566000,78.674000,79.268000,80.348000,81.860000,83.048000,80.348000,78.080000,77.018000,75.758000,74.426000,73.922000,74.066000,74.912000,74.498000,74.264000,73.688000,73.346000,72.446000,72.410000,71.978000,71.402000,70.646000,70.484000,69.944000,70.178000,69.710000,69.980000,69.980000,69.980000,69.980000,70.142000,70.052000,70.088000,69.980000,70.088000,70.052000,70.250000,70.340000,70.178000,70.448000,70.484000,70.340000,70.214000,70.412000,70.376000,70.448000,70.448000,69.980000,70.484000,70.412000,70.286000,70.340000,70.376000,70.286000,70.538000,70.286000,70.484000,70.376000,70.412000,70.448000,70.538000,70.448000,70.844000,70.448000,70.340000,
70.646000,70.808000,70.484000,70.340000,70.574000,70.412000,70.286000,70.214000,70.340000,70.142000,70.088000,70.016000,69.854000,70.016000,69.818000,69.746000,69.944000,69.944000,69.782000,69.908000,69.908000,69.620000,69.782000,69.620000,69.908000,69.782000,69.710000,69.746000,69.620000,69.188000,69.386000,69.512000,69.782000,69.152000,69.620000,69.710000,69.854000,70.088000,70.286000,70.088000,70.538000,71.546000,72.536000,74.426000,76.298000,78.188000,80.726000,81.788000,81.248000,79.070000,76.604000,76.334000,76.982000,78.440000,80.348000,82.760000,82.904000,82.130000,82.310000,82.454000,81.428000,81.428000,81.716000,82.760000,84.074000,85.964000,87.836000,88.466000,88.124000,88.502000,88.682000,89.078000,88.934000,88.160000,88.250000,86.180000,84.506000,85.334000,84.614000,84.794000,85.658000,86.072000,85.550000,84.002000,84.254000,84.398000,83.642000,83.714000,83.444000,83.264000,82.418000,81.824000,81.284000,80.834000,80.474000,80.024000,80.726000,80.834000,80.834000,82.940000,81.050000,79.646000,77.918000,76.442000,74.732000,73.688000,74.264000,75.596000,74.570000,73.814000,73.688000,73.112000,72.734000,72.500000,72.302000,71.474000,70.682000,70.250000,70.142000,70.088000,70.016000,70.052000,69.980000,70.052000,69.710000,69.854000,70.142000,70.250000,70.088000,70.088000,70.214000,70.142000,70.214000,70.142000,70.142000,70.484000,70.214000,70.250000,70.376000,70.286000,70.088000,70.286000,70.250000,70.178000,70.250000,70.016000,70.340000,70.286000,70.088000,70.376000,70.376000,70.412000,70.484000,70.214000,70.412000,70.538000,70.484000,70.484000,70.574000,70.610000,
